client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,weight_location,weight_property_type,preferred_rooms,weight_rooms,preferred_schools_nearby,weight_schools_nearby,preferred_hospitals_nearby,weight_hospitals_nearby,preferred_parks_nearby,weight_parks_nearby,preferred_public_transport_score,weight_public_transport_score
CLT0468,Illizi,7749144,10387223,71,107,apartment,married,False,0.87,0.16,3,0.72,1,0.11,4,0.37,3,0.02,9,0.05
CLT0469,Beni Abbes,6022114,9675558,87,180,villa,divorced,True,0.22,0.95,1,0.07,5,0.99,5,0.21,1,0.93,7,0.69
CLT0470,Annaba,10807515,17316145,74,133,apartment,married,False,0.96,0.88,4,0.71,5,0.44,4,0.7,0,0.09,5,0.83
CLT0471,Setif,10323852,13520765,81,151,studio,single,True,0.01,0.91,2,0.54,0,0.05,0,0.94,1,0.8,5,0.85
CLT0472,El Mghair,7577575,13906901,62,154,villa,single,True,0.97,0.99,5,0.08,4,0.04,2,1.0,2,0.9,3,0.68
CLT0473,Oum El Bouaghi,7289651,11435177,91,173,villa,single,False,0.04,0.21,2,0.46,4,0.75,3,0.45,1,0.94,6,0.95
CLT0474,Ouled Djellal,10514370,17617199,77,94,villa,married,True,0.89,0.36,5,0.48,0,0.66,0,0.25,0,0.87,7,0.51
CLT0475,Relizane,10961028,15134281,95,142,studio,divorced,False,0.53,0.67,3,0.17,4,0.8,3,0.44,0,0.29,2,0.91
CLT0476,MSila,9178674,13555862,59,129,villa,married,False,0.99,0.48,5,0.95,4,0.11,1,0.85,2,0.33,6,0.97
CLT0477,Djanet,11084080,14160551,64,117,villa,married,True,0.07,0.42,4,0.85,5,0.04,3,0.21,0,0.43,2,0.85
CLT0478,Touggourt,8812175,13604627,61,118,studio,married,False,0.55,0.36,1,0.67,4,0.51,4,0.95,2,0.14,7,0.31
CLT0479,Bejaia,5762462,8969706,88,162,studio,divorced,False,0.97,0.59,5,0.46,2,0.39,3,0.34,2,0.02,0,0.2
CLT0480,Boumerdes,9987134,11285295,84,101,studio,married,True,0.52,0.58,5,0.41,3,0.46,5,0.99,0,0.87,0,0.55
CLT0481,Medea,5408940,7401206,79,153,villa,single,True,0.63,0.16,1,0.65,1,0.99,0,0.84,4,0.55,5,0.45
CLT0482,Mascara,8777087,10372149,98,175,apartment,single,False,0.7,0.47,4,0.55,2,0.97,0,0.81,2,0.61,9,0.88
CLT0483,Guelma,7859224,11798143,68,151,apartment,married,False,0.45,0.55,2,0.06,4,0.94,3,0.32,0,0.93,8,0.1
CLT0484,Mila,6675606,14642811,58,77,studio,married,True,0.63,0.57,5,0.51,5,0.78,0,0.01,4,0.67,3,0.26
CLT0485,Laghouat,6713047,9072032,77,163,studio,divorced,False,0.58,0.21,1,0.81,0,0.35,5,0.38,2,0.69,5,0.75
CLT0486,Ghardaia,5691335,12531800,58,109,apartment,married,True,0.9,0.74,3,0.46,4,0.41,0,0.3,4,0.79,4,0.09
CLT0487,Sidi Bel Abbes,6759568,9112814,88,141,studio,married,False,0.05,0.03,1,0.05,5,0.55,3,0.04,3,0.12,0,0.32
CLT0488,Tiaret,11187214,17492612,56,76,apartment,single,False,0.28,0.35,3,0.79,3,0.83,2,0.51,5,0.36,5,0.39
CLT0489,Bechar,11324709,18772446,97,191,studio,single,False,0.95,0.78,4,0.2,4,0.07,2,0.4,3,0.97,8,0.62
CLT0490,Touggourt,8365533,12127106,83,157,apartment,married,True,0.89,0.56,2,0.26,0,0.42,1,0.63,4,0.92,2,0.16
CLT0491,Jijel,5814773,13660484,71,171,studio,single,True,0.46,0.26,1,0.16,5,0.08,0,0.62,2,0.88,10,0.86
CLT0492,Bechar,10179639,17152289,94,146,apartment,divorced,True,0.62,0.69,5,0.33,5,0.51,3,0.12,0,0.45,2,0.45
CLT0493,Jijel,7268975,9012368,99,124,studio,divorced,False,0.28,0.57,4,0.76,5,0.9,0,0.98,1,0.86,1,0.92
CLT0494,Beni Abbes,5083139,7896752,78,92,villa,married,False,0.19,0.8,1,0.52,3,0.78,4,0.19,0,0.05,3,0.47
CLT0495,Adrar,6860638,11253890,91,142,apartment,divorced,True,0.46,0.74,5,0.2,4,0.23,5,0.45,1,0.15,9,0.28
CLT0496,Khenchela,8085529,12787963,80,91,apartment,divorced,True,0.35,0.61,1,0.88,3,0.98,0,0.49,1,0.41,2,0.14
CLT0497,Illizi,11807757,19637034,56,66,studio,divorced,False,0.58,0.49,3,0.88,1,0.67,0,0.81,2,0.48,1,0.0
CLT0498,Bordj Badji Mokhtar,10063096,12424073,54,123,studio,married,False,0.08,0.13,1,0.87,1,0.01,2,0.1,4,0.26,0,0.53
CLT0499,Tindouf,11246371,14892785,80,91,studio,divorced,True,0.97,0.26,1,0.24,4,0.26,5,0.43,0,0.36,2,0.11
CLT0500,El Oued,9408023,15413874,68,92,apartment,divorced,False,0.99,0.42,1,0.45,3,0.26,3,0.63,4,0.16,9,0.39
CLT0501,Mascara,7718762,14824506,87,137,studio,married,True,0.7,0.6,4,0.98,0,0.07,0,0.22,3,0.49,5,0.59
CLT0502,Souk Ahras,11914158,14984115,81,104,apartment,married,True,0.54,0.51,1,0.77,5,0.96,2,0.63,2,0.79,8,0.28
CLT0503,Blida,8492143,14196532,87,131,villa,single,False,0.31,0.29,5,0.03,5,0.48,1,0.92,2,0.66,10,0.18
CLT0504,Chlef,6673483,13000184,75,172,apartment,single,True,0.81,0.01,3,0.07,4,0.9,5,1.0,3,0.11,4,0.77
CLT0505,Djelfa,8736350,13649492,53,109,apartment,single,False,0.68,0.5,3,0.46,1,0.32,2,0.03,0,0.49,2,0.95
CLT0506,Adrar,5873637,10457490,85,157,villa,married,False,0.16,0.29,1,0.91,1,0.13,2,0.24,5,0.7,4,0.1
CLT0507,Mila,7099239,11727434,72,85,studio,single,True,0.91,0.73,4,0.54,5,0.47,2,0.31,3,0.53,4,0.16
CLT0508,Tiaret,11206682,16777742,100,162,studio,married,True,0.82,0.02,4,0.5,4,0.11,0,0.4,0,0.39,4,0.96
CLT0509,Naama,5505756,7658991,58,120,villa,divorced,True,0.95,0.58,5,0.11,3,0.49,0,0.24,1,0.62,6,0.04
CLT0510,Relizane,7632557,14545021,77,109,villa,married,False,0.73,0.94,1,0.66,1,0.92,1,0.2,2,0.97,4,0.98
CLT0511,Tindouf,10328148,13723762,96,125,studio,single,False,0.61,0.17,3,0.82,3,0.52,4,0.95,0,0.09,6,0.0
CLT0512,Naama,11550221,16429242,69,110,villa,married,True,0.42,0.47,4,0.38,1,0.62,4,0.92,4,0.39,8,0.87
CLT0513,Medea,11377883,15569080,93,154,apartment,married,True,0.93,0.09,1,0.78,1,0.16,4,0.05,4,0.41,4,0.31
CLT0514,Djanet,10665910,13883298,75,126,villa,married,False,0.87,0.63,4,0.96,2,0.04,5,0.34,2,0.58,1,0.94
CLT0515,Naama,9104529,11778695,66,95,villa,single,True,0.05,0.55,4,0.2,1,0.11,5,0.41,3,0.15,4,0.32
CLT0516,Blida,6159010,10503602,92,132,apartment,single,False,0.03,0.41,3,0.52,0,0.6,1,0.24,5,0.18,7,0.65
CLT0517,In Salah,11517582,14851020,51,149,studio,single,False,0.38,0.52,2,0.29,4,0.1,5,0.63,3,0.29,3,0.08
CLT0518,In Salah,7179049,8626250,61,129,studio,single,True,0.81,0.9,5,0.79,4,0.38,4,0.64,0,0.96,1,0.24
CLT0519,Tebessa,11420555,17738036,89,181,villa,married,False,0.99,0.2,5,0.58,3,0.55,4,0.85,3,0.73,9,0.77
CLT0520,Adrar,10816003,14899301,64,112,studio,single,False,0.15,0.02,3,0.63,1,0.39,2,0.74,2,0.66,2,0.53
CLT0521,Tindouf,6855077,14460246,74,158,studio,divorced,False,0.59,0.86,4,0.8,0,0.16,5,0.54,0,0.82,8,0.93
CLT0522,Tlemcen,10239046,13903700,73,122,apartment,single,True,0.38,0.58,1,0.4,3,0.27,0,0.65,1,0.13,8,0.43
CLT0523,Ain Defla,5182755,8726502,61,115,villa,divorced,True,0.97,0.89,4,0.92,2,0.93,0,0.27,3,0.86,7,0.87
CLT0524,Blida,5379505,6500110,89,155,studio,married,False,0.84,0.6,3,0.53,3,0.68,2,0.59,3,0.59,7,0.45
CLT0525,Skikda,9576344,16718175,71,138,apartment,single,False,0.84,0.81,5,0.16,3,0.5,2,0.49,5,0.34,7,0.98
CLT0526,Boumerdes,11442489,13142351,67,118,apartment,divorced,True,0.47,0.43,4,0.7,1,0.01,2,0.13,0,0.82,7,0.96
CLT0527,Tindouf,7494143,15272430,59,84,studio,single,False,0.41,0.75,5,0.79,2,0.99,0,0.24,4,0.8,7,0.33
CLT0528,Illizi,6430315,13919545,59,69,apartment,married,True,0.27,0.91,1,0.32,3,0.67,4,0.29,3,0.85,0,0.89
CLT0529,Biskra,9304412,11382987,66,138,villa,divorced,False,0.06,0.57,5,0.86,0,0.32,2,0.92,2,0.12,5,0.85
CLT0530,Bordj Bou Arreridj,8099305,11049993,94,176,apartment,single,False,0.86,0.18,5,0.91,0,0.88,1,0.23,3,0.97,8,0.21
CLT0531,Ain Defla,10913385,14743683,53,98,apartment,divorced,True,0.81,0.27,2,0.28,4,0.26,2,0.29,5,0.96,7,0.62
CLT0532,Ain Defla,9169089,13604642,79,125,villa,single,True,1.0,0.2,2,0.98,2,0.54,3,0.37,1,0.36,2,0.07
CLT0533,Ouled Djellal,9591921,11435756,51,74,apartment,single,True,1.0,0.25,2,0.14,2,0.64,2,0.66,5,0.07,10,0.84
CLT0534,Ain Defla,10637168,13409364,63,132,studio,single,False,0.56,0.31,5,0.2,4,0.22,0,0.12,3,0.17,0,0.17
CLT0535,El Mghair,8034989,14924359,67,167,studio,divorced,False,0.77,0.56,3,0.18,3,0.98,5,0.95,4,0.99,1,0.07
CLT0536,Souk Ahras,9012828,15726393,99,115,villa,divorced,False,0.94,0.59,5,0.89,2,0.75,2,0.87,3,0.56,10,0.4
CLT0537,MSila,6692078,11127199,51,140,apartment,married,True,0.85,0.43,3,0.65,0,0.56,5,0.58,0,0.36,1,0.58
CLT0538,Ouargla,10569605,14174116,83,99,apartment,divorced,True,0.25,0.62,3,0.15,0,0.18,3,0.67,3,0.29,6,0.85
CLT0539,El Tarf,11169122,16511695,93,145,apartment,divorced,True,0.45,0.08,2,0.44,1,0.05,1,0.02,4,0.26,5,0.97
CLT0540,Guelma,5869144,11520169,70,120,villa,married,True,0.13,0.09,4,0.62,2,0.32,5,0.34,0,0.66,10,0.44
CLT0541,Illizi,5200710,12507846,68,122,studio,divorced,False,0.95,0.17,1,0.08,3,0.75,4,0.8,2,0.42,1,0.06
CLT0542,In Salah,10975510,13093010,65,111,apartment,divorced,False,0.61,0.52,2,0.88,4,0.27,2,0.08,0,0.97,7,0.75
CLT0543,El Tarf,9460911,13348120,78,160,studio,divorced,False,0.23,0.21,2,0.8,4,0.54,3,0.28,5,0.68,8,0.57
CLT0544,Naama,5007583,12193872,52,128,apartment,single,False,0.67,0.28,4,0.51,3,0.73,3,0.59,1,0.79,6,0.45
CLT0545,Ouled Djellal,10364213,17689727,68,106,villa,single,False,0.62,0.4,1,0.97,5,0.11,5,0.26,5,0.29,3,0.31
CLT0546,Sidi Bel Abbes,9370465,12122164,50,96,villa,single,False,0.36,0.81,5,0.42,1,0.69,1,0.93,0,0.08,0,0.5
CLT0547,Bechar,11036700,18009228,83,180,studio,single,False,0.11,0.01,5,0.98,4,0.09,0,0.13,2,0.49,3,0.34
CLT0548,Setif,7829188,10432498,85,126,apartment,married,True,0.67,0.65,2,0.67,2,0.97,2,0.8,3,0.31,3,0.76
CLT0549,Mila,8410327,9798841,66,82,villa,single,True,0.52,0.67,1,0.63,1,0.49,3,0.51,0,0.2,7,0.54
CLT0550,Blida,11183860,18118168,72,101,apartment,single,True,0.77,0.8,2,0.17,2,0.15,1,0.75,5,0.95,3,0.88
CLT0551,In Guezzam,9770285,12297380,83,110,villa,married,True,0.52,0.93,3,0.88,0,0.34,4,0.31,0,0.44,3,0.54
CLT0552,El Menia,8596928,10979331,71,99,apartment,married,True,0.85,0.02,2,0.43,1,0.41,3,0.51,0,0.17,1,0.24
CLT0553,Souk Ahras,6821574,9104693,55,107,villa,divorced,True,0.55,0.15,2,0.16,4,0.76,1,0.86,0,0.2,9,0.85
CLT0554,Souk Ahras,8103681,10374473,64,161,apartment,married,False,0.56,0.89,5,0.01,1,0.74,0,0.47,2,0.28,6,0.56
CLT0555,Tiaret,8020450,14833907,100,146,villa,single,False,0.88,0.46,5,0.56,1,0.61,0,0.36,4,1.0,3,0.21
CLT0556,Tlemcen,11282793,13148181,91,165,apartment,married,False,0.4,0.56,5,0.53,1,0.11,3,0.54,4,0.27,10,0.62
CLT0557,Bouira,5031840,8419609,62,122,villa,divorced,False,0.13,0.66,3,0.72,5,0.15,3,0.72,0,0.33,5,0.36
CLT0558,Ain Defla,6466720,12215534,80,147,studio,divorced,True,0.03,0.68,5,0.89,1,0.09,5,0.44,2,0.66,2,0.84
CLT0559,Touggourt,11002603,17726864,59,96,apartment,single,True,0.76,0.93,1,0.08,2,0.58,2,0.94,2,0.29,6,0.45
CLT0560,Ouled Djellal,6344730,10693719,79,164,apartment,divorced,True,0.62,1.0,4,0.73,0,0.88,1,0.29,0,0.22,5,0.73
CLT0561,Blida,10402914,11605186,89,100,villa,single,True,0.7,0.72,1,0.19,3,0.43,3,0.48,5,0.16,2,0.1
CLT0562,El Mghair,10996481,18792687,95,121,studio,married,False,0.21,0.29,1,0.86,1,0.16,2,0.76,5,0.31,3,0.4
CLT0563,Beni Abbes,10470250,15702254,94,160,apartment,single,False,0.14,0.88,5,0.82,4,0.56,5,0.69,1,0.11,9,0.98
CLT0564,Algiers,6343488,10680061,59,159,studio,married,False,0.01,0.05,4,0.54,1,0.81,2,0.86,0,0.02,4,0.81
CLT0565,Jijel,11523559,16599477,90,127,studio,single,False,0.35,0.23,4,0.71,4,0.74,3,1.0,1,0.8,8,0.16
CLT0566,Jijel,5525692,11346327,55,107,villa,married,True,0.59,0.9,4,0.31,2,0.88,0,0.43,5,0.14,5,0.28
CLT0567,Biskra,6554333,12862748,66,155,studio,single,True,0.39,0.26,3,0.47,4,0.28,1,0.11,5,0.78,3,0.33
CLT0568,Ain Temouchent,8600284,11314444,83,120,studio,divorced,False,0.44,0.22,5,0.82,3,0.19,1,0.03,0,0.8,10,0.65
CLT0569,Ghardaia,5359513,10572603,85,125,apartment,divorced,False,0.9,0.14,4,0.46,0,0.88,0,0.73,1,0.54,10,0.76
CLT0570,MSila,5982464,8622539,72,128,apartment,married,True,0.35,0.86,3,0.36,4,0.66,3,0.87,1,0.31,6,0.75
CLT0571,Relizane,7564111,10932752,70,93,apartment,divorced,False,0.51,0.5,2,0.49,4,0.31,1,0.22,0,0.15,1,0.51
CLT0572,El Oued,9703958,12605601,77,177,studio,single,False,0.78,0.67,2,0.83,0,0.74,3,0.16,1,0.74,3,0.81
CLT0573,Ain Temouchent,11384680,13638841,59,117,villa,divorced,True,0.4,0.24,3,0.34,3,0.82,5,0.06,3,0.6,4,0.44
CLT0574,Saida,5522360,11309756,97,131,villa,married,True,0.62,0.76,3,0.17,1,0.61,3,0.82,5,0.66,3,0.12
CLT0575,Ouargla,7730193,9341111,93,136,apartment,divorced,True,0.86,0.76,5,0.71,4,0.69,2,0.31,4,0.01,3,0.56
CLT0576,Khenchela,10672006,17067909,89,123,apartment,divorced,True,0.95,0.31,5,0.83,0,0.38,0,0.4,2,0.93,10,0.95
CLT0577,Timimoun,5832466,8573216,65,117,studio,single,True,0.15,0.41,2,0.1,2,0.54,3,0.5,1,0.07,8,0.79
CLT0578,Djanet,6198782,11162315,98,188,villa,married,False,0.93,0.21,4,0.24,0,0.52,5,0.84,1,0.37,10,0.58
CLT0579,Touggourt,6146203,13574645,56,77,studio,married,True,0.49,0.98,2,0.14,2,0.85,4,0.65,2,0.4,1,0.65
CLT0580,Tindouf,11455983,16241309,92,121,apartment,divorced,False,0.26,0.65,4,0.35,3,0.84,0,0.62,1,0.0,5,0.93
CLT0581,Tizi Ouzou,6375193,10702462,76,114,studio,divorced,True,0.46,0.93,4,0.45,1,0.83,1,0.18,2,0.5,7,0.43
CLT0582,Naama,6395872,13681506,65,147,apartment,single,True,0.98,0.3,5,0.75,0,0.01,2,0.51,0,0.75,7,0.33
CLT0583,El Mghair,5623749,13146901,68,131,apartment,divorced,False,0.49,0.78,1,0.65,5,0.75,1,0.72,3,0.82,10,0.98
CLT0584,Tiaret,5158180,6771252,81,142,studio,married,False,0.33,0.77,1,0.62,4,0.76,5,0.97,3,0.88,6,0.86
CLT0585,El Tarf,8076994,14703476,72,155,villa,married,False,0.63,0.69,3,0.35,3,0.68,5,0.2,5,0.49,9,0.32
CLT0586,Adrar,10925850,17954319,55,109,villa,divorced,False,0.24,0.97,5,0.84,0,0.76,1,0.01,4,0.63,10,0.46
CLT0587,Saida,6257061,11926179,67,147,villa,single,True,0.08,0.39,4,0.47,4,0.84,0,0.08,1,0.08,3,0.42
CLT0588,El Bayadh,10565564,13838228,54,68,apartment,single,False,0.13,0.13,1,0.98,0,0.47,1,0.38,4,0.49,6,0.15
CLT0589,Algiers,10448436,11556023,89,126,apartment,single,True,0.13,0.67,4,0.63,2,0.5,3,0.82,0,0.15,9,0.96
CLT0590,Ain Defla,10424838,12625847,96,118,studio,married,False,0.15,0.73,1,0.13,0,0.12,1,0.01,3,0.37,5,0.4
CLT0591,Mostaganem,6058768,10974545,94,170,studio,single,False,0.14,0.58,1,0.68,5,0.39,2,0.46,0,0.33,10,0.88
CLT0592,Ouled Djellal,7873624,14679289,56,111,studio,divorced,True,0.64,0.21,1,0.33,0,0.64,2,0.33,0,0.42,5,0.19
CLT0593,Beni Abbes,9124097,17020915,99,198,apartment,single,False,0.18,0.5,5,0.69,0,0.78,4,0.05,1,0.57,1,0.55
CLT0594,El Oued,9555175,15656801,91,174,villa,divorced,False,0.35,0.31,2,0.07,5,0.22,2,0.45,0,0.9,7,0.02
CLT0595,Blida,8382426,12884388,64,116,studio,married,True,0.9,0.43,4,0.17,3,0.14,1,0.25,3,0.39,7,0.76
CLT0596,Khenchela,8842012,15054403,92,154,studio,divorced,True,0.47,0.65,5,0.86,0,0.66,2,0.35,4,0.98,10,0.58
CLT0597,Djanet,9075379,14249317,82,140,studio,single,True,0.67,0.75,5,0.23,5,0.0,0,0.71,3,0.76,6,0.63
CLT0598,Guelma,5409369,13406677,92,124,apartment,married,True,0.17,0.23,5,0.84,4,0.18,2,0.52,1,0.51,10,0.05
CLT0599,El Oued,6227497,11749624,84,129,villa,divorced,False,0.19,0.41,5,0.28,2,0.03,3,0.12,3,0.64,8,0.21
CLT0600,Guelma,6125794,14061145,54,124,villa,single,False,0.04,0.27,5,0.64,2,0.17,0,0.96,2,0.1,7,0.07
CLT0601,Tissemsilt,8811448,11782648,51,83,apartment,single,True,0.17,0.2,3,0.69,0,0.18,4,0.64,4,0.84,8,0.29
CLT0602,Tipaza,9451825,13553732,68,83,villa,single,True,0.28,0.78,4,0.51,3,0.39,3,0.77,2,0.58,8,0.63
CLT0603,Bejaia,8709684,10563600,93,156,apartment,divorced,True,0.18,0.91,5,0.31,3,0.4,1,0.08,2,0.99,5,0.57
CLT0604,Algiers,8121264,9863630,96,131,villa,divorced,False,0.09,0.37,4,0.21,4,0.87,1,0.05,5,0.64,1,0.61
CLT0605,Batna,5674941,7170976,88,105,apartment,single,True,0.12,0.75,3,0.03,0,0.51,1,0.02,1,0.83,6,0.55
CLT0606,Laghouat,5717636,9915280,87,108,studio,married,True,0.46,0.9,3,0.3,2,0.72,3,0.19,0,0.8,2,0.27
CLT0607,Bejaia,7176037,12305794,77,132,apartment,married,True,0.21,0.85,4,0.65,3,0.1,3,0.41,2,0.35,6,0.24
CLT0608,Ouargla,10534624,14046048,61,96,apartment,single,True,0.36,0.18,1,0.94,0,0.23,3,0.94,3,0.26,8,0.14
CLT0609,MSila,10877641,16803080,61,141,villa,married,True,0.5,0.96,2,0.87,3,0.7,0,0.46,0,0.43,9,0.85
CLT0610,El Mghair,8546253,13874017,73,165,studio,married,True,0.69,0.38,1,0.77,5,0.05,5,0.29,3,0.47,9,0.62
CLT0611,Tissemsilt,7699190,9538531,84,134,villa,divorced,False,0.04,0.34,1,0.79,3,0.49,0,0.56,3,0.24,1,0.19
CLT0612,Naama,8736083,11320805,65,159,villa,married,False,0.8,0.06,1,0.66,2,0.6,1,0.11,0,0.89,5,0.18
CLT0613,Mascara,9753634,14151945,84,127,villa,single,False,0.63,0.49,5,0.26,1,0.6,5,0.61,0,0.54,5,0.87
CLT0614,Beni Abbes,9511698,12893572,81,102,studio,married,True,0.08,0.11,3,0.91,4,0.02,2,0.57,3,0.98,8,0.74
CLT0615,MSila,10496759,16602804,75,155,studio,divorced,True,0.87,0.25,1,0.67,4,0.32,1,0.79,1,0.81,8,0.66
CLT0616,Algiers,10058169,14323180,64,97,villa,married,False,0.92,0.32,3,0.56,2,0.64,4,0.99,4,0.56,4,0.41
CLT0617,Touggourt,10206547,14472293,54,82,apartment,married,False,0.06,0.81,4,0.11,3,0.15,0,0.25,5,0.95,4,0.26
CLT0618,Laghouat,11484501,16475136,70,169,apartment,single,True,0.28,0.88,2,0.45,0,0.7,3,0.51,4,0.5,8,0.98
CLT0619,Ouargla,7022492,11902755,92,173,apartment,divorced,False,0.81,0.3,4,0.46,3,0.75,0,0.91,1,0.89,7,0.8
CLT0620,Bordj Bou Arreridj,6383989,8306517,50,95,studio,married,False,0.75,0.86,4,0.86,2,0.98,3,0.79,5,0.36,6,0.3
CLT0621,Illizi,9320646,10417485,95,184,apartment,single,False,0.18,0.86,5,0.55,4,0.21,5,0.49,0,0.38,7,0.85
CLT0622,Touggourt,10944399,12234054,99,160,villa,divorced,False,0.21,0.76,2,0.38,3,0.83,4,0.95,5,0.42,5,0.76
CLT0623,Bouira,7095924,13523049,76,160,studio,divorced,False,0.37,0.15,4,0.98,4,0.52,5,0.06,3,0.55,2,0.3
CLT0624,El Tarf,6945067,14794476,53,111,apartment,married,False,0.48,0.69,4,0.11,0,0.37,4,0.93,4,0.55,6,0.43
CLT0625,Tindouf,10963718,17615792,88,111,apartment,married,False,0.62,0.95,2,0.42,4,0.12,0,0.05,5,0.5,7,0.19
CLT0626,Ain Defla,8360810,14028673,94,182,villa,divorced,True,0.37,0.68,2,0.04,4,0.74,3,0.55,3,0.31,7,0.11
CLT0627,Medea,6335891,14187275,62,90,apartment,married,False,0.46,0.33,4,0.74,1,0.24,5,0.89,1,0.93,0,0.72
CLT0628,Medea,6287246,8744116,57,107,studio,married,True,0.75,0.5,2,0.92,1,0.37,4,0.26,5,0.59,6,0.27
CLT0629,Constantine,11852273,14568346,96,121,apartment,single,True,0.04,0.65,4,0.28,5,0.06,1,0.47,3,0.41,2,0.82
CLT0630,Tissemsilt,9425451,15165869,58,140,villa,married,True,0.25,0.51,4,0.86,1,0.8,1,0.32,1,0.65,1,1.0
CLT0631,Jijel,7842149,11703694,52,99,studio,divorced,False,0.71,0.12,5,0.29,4,0.77,5,0.95,0,0.77,1,0.08
CLT0632,El Mghair,6821181,8996600,63,117,villa,single,True,0.9,0.31,1,0.91,2,0.73,3,0.82,1,0.96,7,0.47
CLT0633,Tindouf,10375663,17001700,71,103,studio,single,False,0.51,0.8,4,0.75,4,0.3,5,0.71,1,0.5,8,0.8
CLT0634,Mostaganem,7668416,13084533,79,148,studio,single,True,0.53,0.86,3,0.8,2,0.17,0,0.59,4,0.11,2,0.79
CLT0635,Djanet,9246394,16635101,90,158,villa,divorced,False,0.11,0.14,1,0.02,2,0.64,4,0.82,3,0.44,2,0.76
CLT0636,Oum El Bouaghi,8146288,9342454,69,116,studio,single,False,0.45,0.95,1,0.96,1,0.5,0,0.39,5,0.48,5,0.35
CLT0637,El Tarf,9833623,14458039,54,98,studio,single,True,0.53,0.33,1,0.73,3,0.18,1,0.45,4,0.9,10,0.45
CLT0638,El Mghair,9256532,16542295,99,159,apartment,single,True,0.24,0.66,5,0.3,0,0.69,4,0.73,2,0.39,9,0.59
CLT0639,Timimoun,8331727,10443111,81,97,apartment,divorced,True,0.27,0.75,4,0.83,1,0.99,5,0.36,1,0.95,0,0.97
CLT0640,El Menia,9525131,14927042,68,158,villa,divorced,True,0.38,0.81,5,0.28,1,0.75,0,0.06,2,0.49,5,0.33
CLT0641,Bejaia,5849733,13261934,76,113,studio,divorced,True,0.02,0.95,4,0.87,3,0.74,2,0.07,4,0.97,2,0.92
CLT0642,Djanet,5465908,11492151,89,113,villa,divorced,False,0.32,0.31,5,0.11,0,0.95,3,0.12,3,0.01,10,0.27
CLT0643,Saida,7714430,10546863,67,105,apartment,divorced,False,0.21,0.86,5,0.7,4,0.2,3,0.87,4,0.9,3,0.99
CLT0644,Mascara,5212457,11342516,94,177,apartment,married,False,0.33,0.13,3,0.54,5,0.57,2,0.47,3,0.93,8,0.67
CLT0645,Ouargla,11264512,18451615,98,113,studio,married,True,0.12,0.71,5,0.1,5,0.98,1,0.71,3,0.96,2,0.46
CLT0646,Blida,11713367,16080664,67,158,villa,divorced,True,0.89,0.74,2,0.24,4,0.17,4,0.39,0,0.01,0,0.61
CLT0647,Saida,10618413,16914953,72,107,apartment,divorced,False,0.59,0.68,3,0.01,1,0.7,3,0.26,1,0.17,2,0.27
CLT0648,Adrar,10742694,18508561,98,147,apartment,married,True,0.68,0.25,5,0.47,0,0.59,2,0.35,4,0.65,6,0.27
CLT0649,Blida,6191113,9215606,95,156,studio,divorced,True,0.79,0.87,1,0.3,1,0.59,5,0.79,3,0.03,6,0.11
CLT0650,Ouargla,7873540,14077899,85,158,apartment,divorced,True,0.5,0.17,2,0.6,2,0.7,2,0.63,4,0.06,10,0.11
CLT0651,Tissemsilt,9652405,13749599,99,194,villa,single,True,0.09,0.05,2,0.3,1,0.93,1,0.94,4,0.22,4,0.35
CLT0652,Ain Defla,8499669,14283077,95,164,apartment,single,True,0.54,0.72,2,0.3,1,0.78,1,0.68,3,0.51,0,0.76
CLT0653,El Oued,9906057,15956249,89,163,apartment,single,True,0.59,0.48,3,0.74,4,0.06,0,0.57,5,0.55,10,0.61
CLT0654,Touggourt,6514505,11299082,56,126,apartment,divorced,True,0.75,0.85,5,0.05,4,0.85,3,0.61,2,0.03,7,0.1
CLT0655,Khenchela,9563572,11131504,52,66,apartment,single,True,0.43,0.38,5,0.9,4,0.23,0,0.94,1,0.17,9,0.85
CLT0656,Saida,9780730,14809953,96,182,studio,divorced,True,0.13,0.17,1,0.85,5,0.38,2,0.79,1,0.5,7,0.6
CLT0657,Naama,11673058,13579634,91,144,studio,divorced,True,0.28,0.84,1,0.67,2,0.46,4,0.02,5,0.59,9,0.96
CLT0658,Tipaza,10642263,17817168,67,153,studio,single,False,0.36,0.55,2,0.59,4,0.48,4,0.53,0,0.15,9,0.67
CLT0659,Ain Temouchent,8992937,10755222,89,131,apartment,married,False,0.65,0.19,1,0.89,0,0.44,1,0.69,5,0.4,9,0.18
CLT0660,El Menia,5389407,13143902,64,153,villa,divorced,False,0.57,0.72,3,0.19,5,0.94,4,0.75,0,0.9,1,0.47
CLT0661,MSila,9091769,16555214,63,74,apartment,divorced,True,0.36,0.51,5,0.08,3,0.71,4,0.21,0,1.0,9,0.65
CLT0662,Guelma,7202927,12531265,79,95,apartment,single,False,0.99,0.6,2,0.24,0,0.63,4,0.87,5,0.99,2,0.03
CLT0663,Tindouf,9436008,16809784,81,153,villa,single,True,0.61,0.46,1,0.79,0,0.05,2,0.96,1,0.88,3,0.01
CLT0664,Ouled Djellal,11811750,13103712,84,106,villa,married,False,0.24,0.83,3,0.03,4,0.9,4,0.24,2,0.39,0,0.13
